Commit hash,Changed targets
a7f99cbb3ba646de8e19f0248099dad9cf0432a6,com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.Scope; com.google.javascript.jscomp.SyntacticScopeCreator; com.google.javascript.jscomp.TypeCheck; com.google.javascript.jscomp.TypeInference; com.google.javascript.jscomp.TypeInferencePass; com.google.javascript.jscomp.TypedScopeCreator
3a7ec4f502e4bd8aa2a0051a32965ea6a59e6d0c,com.google.javascript.jscomp.ReplaceStrings; com.google.javascript.jscomp.VariableMap
12134e4376c173ea68223a0fa039088004cae59a,com.google.javascript.jscomp.ReplaceStrings; com.google.javascript.jscomp.VariableMap
85963e91781d8ae83a13731586e7b4255e9dfb21,com.google.javascript.jscomp.ReplaceStrings; com.google.javascript.jscomp.VariableMap
9ac26e8d26f3370de0834ea88000188306b38a4f,com.google.javascript.jscomp.ClosureRewriteClass
37672b931498dab108693e7c19c59824faf8c3c9,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.CommandLineRunner; com.google.javascript.jscomp.Compiler; com.google.javascript.jscomp.JSModuleGraph
e61c3d71fcb983d38a30996bae7a3ed738bb1871,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.CodeGenerator
e736b1c92981fafdc87f3f41f66918305f173734,com.google.javascript.jscomp.type.ChainableReverseAbstractInterpreter
ac239c7c53aa4d6c3105f600dec8af69da530883,com.google.javascript.rhino.jstype.ArrowType; com.google.javascript.rhino.jstype.EquivalenceMethod; com.google.javascript.rhino.jstype.FunctionType; com.google.javascript.rhino.jstype.JSType; com.google.javascript.rhino.jstype.RecordType; com.google.javascript.rhino.jstype.UnionType
fe5f03ca2181173fab182a6b048d46cf5c821a2a,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.CodeGenerator
e488f3f5a2826f234a29833ddfce49e155a4d44a,com.google.javascript.rhino.jstype.ArrowType; com.google.javascript.rhino.jstype.JSTypeRegistry
9f7a353385bf0b93cdaeaa56cc5b1450db790127,com.google.javascript.jscomp.TypeValidator; com.google.javascript.rhino.jstype.FunctionType
d04243cb14f9c51cdfbd18db61585b97904e9001,com.google.javascript.jscomp.PeepholeRemoveDeadCode
31c31c6b7dd120c203244300f55eb4509dc3c1f9,com.google.javascript.jscomp.CheckAccidentalSemicolon; com.google.javascript.jscomp.CheckSuspiciousCode; com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.DiagnosticGroups; com.google.javascript.jscomp.NodeUtil
117a12b30b0c3da2e6133dc09eca279a2454b439,com.google.javascript.jscomp.CheckAccidentalSemicolon; com.google.javascript.jscomp.CheckSuspiciousCode; com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.DiagnosticGroups; com.google.javascript.jscomp.NodeUtil
59eec92e364b2ec2cec9dd63449f5c0134983f18,com.google.javascript.jscomp.InlineObjectLiterals
73b63857ecdbb70f1bc90544362cff4439b8493e,com.google.javascript.jscomp.CheckAccidentalSemicolon; com.google.javascript.jscomp.CheckSuspiciousCode; com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.DiagnosticGroups; com.google.javascript.jscomp.NodeUtil
1aba9181988004a63bbdecd6cee959ed6200d5ce,com.google.javascript.rhino.jstype.ProxyObjectType; com.google.javascript.rhino.jstype.UnionType; com.google.javascript.rhino.jstype.UnknownType
061071622db9aa7e5028f417f7cc68077e0ea695,com.google.javascript.jscomp.AbstractCommandLineRunner
c6b0922f3e4fcd020f70fbe9b01cd8df0224ac4a,com.google.javascript.rhino.jstype.JSType; com.google.javascript.rhino.jstype.UnionType
769694fc51554843d23a61473ea2191232323ccc,com.google.javascript.rhino.jstype.FunctionType
375e35882d3533f5af9a900d78682089900822ba,com.google.javascript.rhino.jstype.FunctionType; com.google.javascript.rhino.jstype.ModificationVisitor
efefb736fccc2039b5fb079710b3f2ac82b8c6e4,com.google.javascript.rhino.jstype.NamedType; com.google.javascript.rhino.jstype.ObjectType
7cbf319b8e74556deb47d6343f7383862a2cd13c,com.google.javascript.jscomp.CommandLineRunner
d80fcc04239ab8c4cf781273c4f9bc54cf06f479,com.google.javascript.jscomp.FlowSensitiveInlineVariables
132858ac9f82d995ba790e5d444fb4b9cfa268ab,com.google.javascript.rhino.jstype.ParameterizedType
8a15e3bd039ccbfd48c844dac1b9b7bca6b987d8,com.google.javascript.jscomp.parsing.JsDocInfoParser
61095090415cff7cae4f3645fa76ee7cdd3ee23d,com.google.javascript.rhino.jstype.NamedType
d1cfe67977d8f3aaa85ec20c262171da394d5977,com.google.javascript.jscomp.TypeCheck
bf52b91c39788a851a6b9fbcbc6e627e09322db7,com.google.javascript.rhino.jstype.ObjectType
5a0efdcf1e7b3ba0b999c5575bd54baf4b7ae37e,com.google.javascript.jscomp.NameAnalyzer; com.google.javascript.jscomp.NodeUtil
e9dd4160386621810c60a657b81ee40cc4c0a915,com.google.javascript.jscomp.DiagnosticGroups; com.google.javascript.jscomp.StrictModeCheck
1dfad5043a207e032a78ef50c3cba50488bcd300,com.google.javascript.jscomp.RemoveUnusedVars
33a547693c6d56d77c689c93553f2fad1b266ede,com.google.javascript.jscomp.FunctionTypeBuilder
88f6521cba9dbd4cbca379e61bf943329cf01ba7,com.google.javascript.rhino.IR
64f70b437c1e2f3336c8715299b95ed0435d51bd,com.google.javascript.jscomp.CommandLineRunner; com.google.javascript.jscomp.CompilationLevel; com.google.javascript.jscomp.CompilerOptions; com.google.javascript.jscomp.WarningLevel; com.google.javascript.jscomp.parsing.Annotation
97298c5da3f91ddc064fe3131d05ca6cb89fbee7,com.google.javascript.jscomp.UnreachableCodeElimination
e46b1409d092a859fa9821af8bba0f480164de3e,com.google.javascript.jscomp.TypeInference; com.google.javascript.rhino.jstype.UnionType; com.google.javascript.rhino.jstype.UnionTypeBuilder
14a3fc38f91b54ba0d82e02b8e2a1e08b8605ca7,com.google.javascript.jscomp.parsing.IRFactory
4482d47abd7d208ea726ed3306cc82fb6a0cddb7,com.google.javascript.jscomp.CommandLineRunner
b2866728fe81d4d35431946a5f17e6fc77b6793f,com.google.javascript.jscomp.PeepholeRemoveDeadCode; com.google.javascript.jscomp.RhinoErrorReporter
4fbbc47cb18f241b23dd2d4bf9c15d45b2473523,com.google.javascript.jscomp.parsing.JsDocInfoParser
e93aa3e150498b5d4990220d1e7771574f8f5058,com.google.javascript.jscomp.ant.CompileTask
5b9485903b5e7d926f49dc91b915a256df92591c,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax
7f6700e2b54af3af409f3e8851a0d98a72beef4b,com.google.javascript.rhino.TokenStream
9fac3ccd2fa9e6137584f079db1a6f5962a65cf4,com.google.javascript.jscomp.CollapseProperties
306f5374534cd5d1d7b2b8fc41e020b8348c1bd2,com.google.javascript.jscomp.CheckRequiresForConstructors
b5f32b226b91b62873e7c1c42029057dc6f9f5c8,com.google.javascript.jscomp.CheckRequiresForConstructors
fa4efe64c28ccac2cd85afe9d6f38d9a1e30e9d8,com.google.javascript.jscomp.parsing.JsDocInfoParser
fa1b3fc6216653c4b54883e34169a40c624e4018,com.google.javascript.jscomp.AngularPass
79a8906570f44e5f519282bd32595985ed089aed,com.google.javascript.jscomp.PrepareAst
d82fb38b0121bf690cea58df293185c7e91ded9c,com.google.javascript.jscomp.CodeGenerator
a1637bfdf32282f81ef6c71adec0b5bfed597119,com.google.javascript.jscomp.graph.FixedPointGraphTraversal; com.google.javascript.jscomp.graph.GraphColoring; com.google.javascript.jscomp.graph.LinkedDirectedGraph; com.google.javascript.jscomp.parsing.Config; com.google.javascript.jscomp.parsing.IRFactory; com.google.javascript.jscomp.parsing.JsDocInfoParser; com.google.javascript.jscomp.parsing.JsDocTokenStream; com.google.javascript.jscomp.parsing.ParserRunner; com.google.javascript.jscomp.type.SemanticReverseAbstractInterpreter
211dc0161ae737f59cac22f30b048d56a059d14b,com.google.javascript.jscomp.UnreachableCodeElimination
bd2803b6d9ab600906b262ae51cb3591160b5f3c,com.google.javascript.jscomp.MinimizeExitPoints
2792f8c40f063a67fbce0bef6dada14a909485b8,com.google.javascript.jscomp.type.SemanticReverseAbstractInterpreter
70058b0d55c3f003a6fd299cf2e74aa381f10765,com.google.javascript.jscomp.CompilerOptions; com.google.javascript.jscomp.DiagnosticGroupWarningsGuard; com.google.javascript.jscomp.DiagnosticGroups; com.google.javascript.jscomp.PassConfig; com.google.javascript.jscomp.TypeCheck
0517d9cd0636aacd359dbff3e9e6f2b8082531b1,com.google.javascript.jscomp.AbstractCompiler; com.google.javascript.jscomp.Compiler; com.google.javascript.jscomp.InlineFunctions; com.google.javascript.jscomp.InlineVariables; com.google.javascript.jscomp.PhaseOptimizer
4f2e95df78fb35087e9257f3f8deaa52d64586c8,com.google.javascript.jscomp.AnalyzePrototypeProperties; com.google.javascript.jscomp.InlineFunctions; com.google.javascript.jscomp.InlineObjectLiterals; com.google.javascript.jscomp.InlineVariables; com.google.javascript.jscomp.MinimizeExitPoints; com.google.javascript.jscomp.NodeTraversal; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.PhaseOptimizer; com.google.javascript.jscomp.RemoveUnusedClassProperties; com.google.javascript.jscomp.RemoveUnusedPrototypeProperties; com.google.javascript.jscomp.RemoveUnusedVars; com.google.javascript.jscomp.UnreachableCodeElimination
80775334b4cb6aa21a709147cbb26e0eb0eb27e2,com.google.javascript.jscomp.FunctionArgumentInjector
49f54b28376a4ed5f72ec52d314020bd1f6cf3c6,com.google.javascript.jscomp.ControlFlowGraph; com.google.javascript.jscomp.FlowSensitiveInlineVariables; com.google.javascript.jscomp.MustBeReachingVariableDef
c07a33ae128c9a0431753e5b51c569244ed53f12,com.google.javascript.jscomp.ReplaceIdGenerators
9b0a0602ac52f69f42120d9856ce8b80364f2378,com.google.javascript.jscomp.CommandLineRunner
73e29a45d42249f9e30a0699bba8411ab14be6df,com.google.javascript.jscomp.ScopedAliases
c4f38043f0aa21e74c341f3056a0d9b556a44c3e,com.google.javascript.jscomp.CodeGenerator
5ed0298bb770537235c2bf63165aa4cfc6069b78,com.google.javascript.jscomp.AnalyzePrototypeProperties; com.google.javascript.jscomp.AngularPass; com.google.javascript.jscomp.CallGraph; com.google.javascript.jscomp.CommandLineRunner; com.google.javascript.jscomp.DotFormatter; com.google.javascript.jscomp.LinkedFlowScope; com.google.javascript.jscomp.MustBeReachingVariableDef; com.google.javascript.jscomp.OptimizeParameters; com.google.javascript.jscomp.RenameVars; com.google.javascript.jscomp.RenameVars2; com.google.javascript.jscomp.Tracer; com.google.javascript.jscomp.TypeInferencePass; com.google.javascript.jscomp.deps.SimpleDependencyInfo; com.google.javascript.jscomp.parsing.IRFactory
f482915efbb911c3f9a70a64e437d687d1876526,com.google.javascript.jscomp.PeepholeMinimizeConditions
8cef00180a5cf67d047919c89668a6405030dbab,com.google.javascript.jscomp.TypeCheck
3e2929ae7ab273016405b68a74cfcbf6a29b594d,org.mozilla.javascript.AttachJsDocs; org.mozilla.javascript.Parser; com.google.javascript.jscomp.parsing.IRFactory
5b372176c36f9a7ee64db67a0aaa203c35620c85,com.google.javascript.jscomp.PureFunctionIdentifier; com.google.javascript.rhino.Node
4bbd3393dab8fdd079f0f0c1d84569685c36d0e8,com.google.javascript.jscomp.MarkNoSideEffectCalls; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.OptimizeParameters; com.google.javascript.jscomp.PureFunctionIdentifier; com.google.javascript.rhino.Node
e7f4269d0289f4d47217207ec456219db8efe47c,com.google.javascript.jscomp.ExploitAssigns
9e421f5423a8538a9301ba24bc7182f9233d908c,com.google.javascript.jscomp.ScopedAliases
22092ec4cb5af712b9a60f81ec78e2cac2f051b9,org.mozilla.javascript.IRFactory; org.mozilla.javascript.Interpreter; org.mozilla.javascript.NativeArray; org.mozilla.javascript.NativeDate; org.mozilla.javascript.NativeGlobal; org.mozilla.javascript.NativeJSON; org.mozilla.javascript.NativeMath; org.mozilla.javascript.NativeString; org.mozilla.javascript.ScriptRuntime; org.mozilla.javascript.optimizer.Codegen; org.mozilla.javascript.optimizer.OptRuntime
d38ce5675419b30040bc44413e77e7317ed0c7f2,com.google.javascript.jscomp.PerformanceTracker
6d38965a1e0a3a61435b9bebc91ff1ba0a64013a,com.google.javascript.jscomp.TypeInference; com.google.javascript.jscomp.TypedScopeCreator; com.google.javascript.rhino.Node
8e80f7108073f1ecd04a9a5ff26c2876617a0b9a,com.google.javascript.jscomp.DiagnosticGroups; com.google.javascript.jscomp.RhinoErrorReporter; com.google.javascript.jscomp.parsing.IRFactory; com.google.javascript.jscomp.parsing.ParserRunner
f93e5b636b7159c5b36f1c2f460cb49fa92151b4,com.google.javascript.jscomp.FunctionTypeBuilder; com.google.javascript.jscomp.TypeValidator; com.google.javascript.rhino.jstype.FunctionType
8d11b8cc7a6183222b61c9bd398fed5448c59109,com.google.javascript.jscomp.CodeGenerator
888718622d9090cd68b072d3cdf69e4004a6087f,com.google.javascript.jscomp.TypeInference
a8a456b183c9600658bcb0c72091bae1a30a4fda,com.google.javascript.jscomp.parsing.IRFactory
ce86cc8e460060e1280f365f22ccd5c375e2f5ed,com.google.javascript.jscomp.TypedScopeCreator
1862a48a48fdcb16d51497e3cf94d88442071f5e,com.google.javascript.jscomp.TypeInference
0646d2d5715c57e9dd7709f755caa5dd419a5a1a,com.google.javascript.jscomp.AngularPass
12fd8481f02c292b38bf54dc7a9cd7a37fd1aeb7,com.google.javascript.jscomp.Compiler
afd09d58c5125df0865ef530750146f6a368b4e8,com.google.javascript.jscomp.CheckEventfulObjectDisposal
7a39ecce1ac6ffa6374359cac6fccbab64ec4ee6,com.google.javascript.jscomp.graph.AdjacencyGraph; com.google.javascript.jscomp.graph.Graph; com.google.javascript.jscomp.graph.LinkedDirectedGraph
caa5796091edb8e70231e815f9df14a36ba592a1,com.google.javascript.rhino.Node
529825d574c49e4cdc183350ea90fdf4d1877582,com.google.javascript.jscomp.PeepholeFoldConstants
2aee36e667526ff8b0b5e6dad66506acee920ea6,com.google.javascript.jscomp.InlineVariables; com.google.javascript.jscomp.ReferenceCollectingCallback
000ea0f8d6684bb9ff84a483d4ff44952b29d3f7,com.google.javascript.jscomp.InlineVariables; com.google.javascript.jscomp.ReferenceCollectingCallback
0123fd5303c85d0d26add64aa2e19fee33f73aaa,com.google.javascript.jscomp.ReferenceCollectingCallback
7edd29eb8540c415832950141e4045940e4d4410,com.google.javascript.rhino.jstype.JSType; com.google.javascript.rhino.jstype.JSTypeRegistry; com.google.javascript.rhino.jstype.UnresolvedTypeExpression
caffcdda917ef6bc906c45f56940adab9ce97e13,com.google.javascript.rhino.jstype.JSTypeRegistry; com.google.javascript.rhino.jstype.NamedType; com.google.javascript.rhino.jstype.NamespaceType
e96ce395944edfe9ba8e9de6b475cb64a7f8d626,com.google.javascript.jscomp.CodeGenerator; com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax
046e0b226e963bc584c2a6cd3c2b471777c5cc53,com.google.javascript.jscomp.GlobalNamespace
f17961ae4d3d7cf5ea291d82804239982d009ef7,com.google.javascript.jscomp.DisambiguateProperties
6c43134465d961e19098964c6be69bf48fe8e860,org.mozilla.javascript.Parser
871bca1f36c5c06aa880ce21429da63a76f8f6e9,com.google.javascript.jscomp.TypeValidator
e966682f904091525172a0a95c7c9681a08bc5e2,org.mozilla.javascript.AttachJsDocs
aff7bec2e3a792b8c08c7d34c4f43f1f4b59ebff,com.google.javascript.jscomp.VarCheck
e03b9c3517e61038478b3c4f5e40810331b4f2fa,com.google.javascript.jscomp.CheckEventfulObjectDisposal
358665e7f31fd662e53ed7abb18238786b8648b2,com.google.javascript.jscomp.CompilerOptions
f652e396ae0506f4860f8646c2817604c1562ff1,com.google.javascript.jscomp.CodeConsumer; com.google.javascript.jscomp.CodeGenerator; com.google.javascript.jscomp.CodePrinter
37880c3086088230ee05bc10386d191a2051027c,com.google.javascript.jscomp.AbstractCommandLineRunner
8d49a06c42f5daadb361517e7f51d32f3a92d920,com.google.javascript.jscomp.VarCheck
a555e3fdbd5658ef9d2ba9f1765ba35a76e3f8fa,com.google.javascript.jscomp.AbstractCommandLineRunner
1d8928bfd2250947ee08dc9d5082ce1bf8ee0424,com.google.javascript.jscomp.FunctionTypeBuilder; com.google.javascript.jscomp.TypedScopeCreator; com.google.javascript.rhino.jstype.JSType; com.google.javascript.rhino.jstype.ModificationVisitor; com.google.javascript.rhino.jstype.TemplateTypeMap
b2be0209136b62569c75a1fb443b2a6bf5fed147,com.google.javascript.jscomp.FunctionTypeBuilder; com.google.javascript.jscomp.TypedScopeCreator; com.google.javascript.rhino.jstype.JSType; com.google.javascript.rhino.jstype.ModificationVisitor; com.google.javascript.rhino.jstype.TemplateTypeMap
a60ae8fb328c5ff44ad0cfab05123aace7967985,com.google.javascript.jscomp.FunctionTypeBuilder; com.google.javascript.jscomp.TypedScopeCreator; com.google.javascript.rhino.jstype.JSType; com.google.javascript.rhino.jstype.ModificationVisitor; com.google.javascript.rhino.jstype.TemplateTypeMap
d2b3ca66b6088c1c08437c120ae215d91d313b7c,com.google.javascript.jscomp.JsAst; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.ScopedAliases
b80dfd3b0e5e4b490b7afb469320d18bac4520b4,com.google.javascript.jscomp.FunctionInjector
2d6e1c78f41248fbbb1eec43b23e7430e2bc7885,com.google.javascript.jscomp.Compiler
4597738e8898f738c1f969fe90479728be81cc80,com.google.javascript.jscomp.FunctionInjector
87071ddf324c3885361f0375b84e15c7cd62283d,com.google.javascript.jscomp.ProcessClosurePrimitives
5f03c6817341d39d8dead76c7511fd6bb0b9009f,com.google.javascript.jscomp.NameAnalyzer
0fb76a81bbdd8ab84a00b8be2099abfb83c88668,com.google.javascript.jscomp.ProcessClosurePrimitives
095d48c08cca43c31fccd162c2fbff33357eb0d7,com.google.javascript.jscomp.VarCheck
b168c8822b2d3d12515ec6477812674c8805bcf3,com.google.javascript.jscomp.TypeInference
e0caae9d91bc4e57d27521cc947a5a0c2b6f6108,com.google.javascript.jscomp.AngularPass; com.google.javascript.jscomp.FindExportableNodes; com.google.javascript.jscomp.PeepholeMinimizeConditions; com.google.javascript.jscomp.PhaseOptimizer; com.google.javascript.jscomp.RescopeGlobalSymbols; com.google.javascript.jscomp.parsing.JsDocTokenStream; com.google.javascript.rhino.jstype.JSTypeRegistry
0750653dfc4b0e05e0ea375f9a11246c087baf0c,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax
450f0f6ef5d9b1bea2bc556e6029fa4f2f8554a2,org.mozilla.javascript.TokenStream
6f981f77e5bd9e2eecbd851a2a02933cdb9af0d8,com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter
5917817198c13401d7eb4e15f3e462fa7f46f1fe,com.google.javascript.jscomp.parsing.IRFactory
13fb7fcbcad87f8df63535491627bf7b01471064,com.google.javascript.jscomp.ScopedAliases; com.google.javascript.rhino.Node
94623ace4074dea70ffdde117a2d5e11c76de5fa,com.google.javascript.jscomp.fuzzing.Driver; com.google.javascript.jscomp.fuzzing.Expression; com.google.javascript.jscomp.fuzzing.Fuzzer
038da2119223818ee1c56eaf600a583f755f9b30,com.google.javascript.jscomp.FunctionInjector
bb893266036cbc7f0b434794d4fd9306513357be,com.google.javascript.jscomp.DiagnosticGroup
7d26b7bcae8311f3c032bae3f1df27b590a4c174,com.google.javascript.jscomp.parsing.JsDocInfoParser
73a5b1b3198bccc7b4967db04bbe1813b8df5e19,com.google.javascript.jscomp.PeepholeRemoveDeadCode
3a3ddcac5b141c160be53a3e8d499a95925f4492,com.google.javascript.jscomp.CrossModuleCodeMotion
1eed1453e93fdd65f0aa4ebb0ec5c9176975ff44,com.google.javascript.jscomp.ScopedAliases
b731d08e836a9bb216d7d9300d174ece5c935a75,com.google.javascript.jscomp.fuzzing.DiscreteDistribution; com.google.javascript.jscomp.fuzzing.Driver; com.google.javascript.jscomp.fuzzing.Fuzzer; com.google.javascript.jscomp.fuzzing.SymbolTable
7a029878753a056a9f853f8fc226ca033981556a,com.google.javascript.jscomp.fuzzing.Driver; com.google.javascript.jscomp.fuzzing.Fuzzer; com.google.javascript.jscomp.fuzzing.Scope; com.google.javascript.jscomp.fuzzing.ScopeManager
1d387386164768e3cc0d587cc9390e2533e0e380,com.google.debugging.sourcemap.SourceMapGeneratorV3
596c3f1ff0aa72b914e545b03c83f4640cc0b8c7,com.google.javascript.jscomp.PeepholeRemoveDeadCode
aeed47f424d93d9ff82e0782fca53259829362b1,com.google.javascript.jscomp.TypeInference
f3da8633161785cbb5aed07ea0e2b4c54ce3e35f,com.google.javascript.jscomp.TypeInference
5ce4b296d374670b1cdd0367a0abd15f3a363da3,com.google.javascript.jscomp.PeepholeRemoveDeadCode
aae547f4d911dfbf42ca5a31aeb401ac83725a14,com.google.javascript.jscomp.ScopedAliases
49e9565febba904484396e2aef7dbe86f55e9cc5,com.google.javascript.jscomp.CommandLineRunner; com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.JsMessageVisitor
7c364064bbe2718ab15ac35b871f36b77e6dae22,com.google.javascript.jscomp.OptimizeArgumentsArray
5ffda82f94d2683f71576953bc78fe26bd3b7114,com.google.javascript.jscomp.PeepholeMinimizeConditions
d405175eae2c4861040e8b4ec98ad7aeb0f7a6ad,com.google.javascript.jscomp.fuzzing.Driver; com.google.javascript.jscomp.fuzzing.IdentifierFuzzer; com.google.javascript.jscomp.fuzzing.ScopeManager; com.google.javascript.jscomp.fuzzing.Type
6cf61b4f60c6d377678949c3c97a3a81af4e3048,com.google.javascript.jscomp.GlobalTypeInfo; com.google.javascript.jscomp.NewTypeInference; com.google.javascript.jscomp.newtypes.DeclaredFunctionType; com.google.javascript.jscomp.newtypes.DeclaredTypeRegistry; com.google.javascript.jscomp.newtypes.JSTypeCreatorFromJSDoc; com.google.javascript.jscomp.newtypes.NominalType
6f404fed930c81e780867cd07f1b301019aedfb1,com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.PeepholeFoldConstants; com.google.javascript.jscomp.PeepholeRemoveDeadCode
bf7c3833f385e841f760e4fcf1283ace262e51b4,com.google.javascript.jscomp.AstValidator; com.google.javascript.jscomp.PeepholeRemoveDeadCode; com.google.javascript.rhino.Token
1d5246873fe8ab4621eaa95756b539997a4af473,com.google.javascript.jscomp.InlineFunctions
ca255cc809316eb0be1ee3332dd73d5cd0062ad0,com.google.javascript.jscomp.NewTypeInference; com.google.javascript.jscomp.PerformanceTracker; com.google.javascript.jscomp.newtypes.JSType; com.google.javascript.jscomp.newtypes.ObjectType
16f7df6d709bab93c3beedf6e27dd5c4dd10fe21,com.google.javascript.jscomp.CollapseProperties; com.google.javascript.jscomp.GlobalNamespace; com.google.javascript.jscomp.InlineObjectLiterals; com.google.javascript.jscomp.NameAnalyzer; com.google.javascript.jscomp.NodeUtil
0a7df2fc96d61687e5b10734c0c48fd3e50d2f79,com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.ProcessClosurePrimitives; com.google.javascript.jscomp.ProcessCommonJSModules; com.google.javascript.jscomp.TransformAMDToCJSModule
70c40cc148e4f4981ce20122657665219d085b5a,com.google.javascript.jscomp.CollapseProperties; com.google.javascript.jscomp.GlobalNamespace; com.google.javascript.jscomp.InlineObjectLiterals; com.google.javascript.jscomp.NameAnalyzer; com.google.javascript.jscomp.NodeUtil
36da89ddc05608e4b7fe788fb6844116d5cc7a1c,com.google.javascript.jscomp.NewTypeInference; com.google.javascript.jscomp.newtypes.JSType
aecd68a6adcb24ca0bcc1b4f4f9cb6a8da6fa64e,com.google.javascript.jscomp.FindExportableNodes
c5b4567f2cb44a566a023e95a7847c468fde9115,com.google.javascript.jscomp.GlobalTypeInfo; com.google.javascript.jscomp.NewTypeInference; com.google.javascript.jscomp.newtypes.JSType
e436590933e9f1f560d6ba0ed1208241cef2ec5f,com.google.javascript.jscomp.parsing.JsDocInfoParser; com.google.javascript.jscomp.parsing.NewIRFactory; com.google.javascript.jscomp.parsing.NewTypeSafeDispatcher; com.google.javascript.jscomp.parsing.parser.Parser; com.google.javascript.jscomp.parsing.parser.trees.NullTree
d1aab437e2a2f1bd01b9d8fecba21639b7dc522b,com.google.javascript.jscomp.ScopedAliases
10e65e9a6faefb5e57d55875a5106fe70711e8c4,com.google.javascript.jscomp.ScopedAliases
288343b1c942e256b0432198b416e1caff7ee255,com.google.javascript.jscomp.parsing.NewIRFactory; com.google.javascript.jscomp.parsing.ParserRunner; com.google.javascript.jscomp.parsing.parser.Parser; com.google.javascript.jscomp.parsing.parser.codegeneration.ParseTreeFactory; com.google.javascript.jscomp.parsing.parser.trees.FunctionDeclarationTree
ab009ca3b6c3ab0001eff9aa3a8d7764fc6a8062,com.google.javascript.jscomp.PeepholeRemoveDeadCode; com.google.javascript.jscomp.UnreachableCodeElimination; com.google.javascript.rhino.IR
5ce23442b57db098db206183f73a4a5b8ec8ded5,com.google.javascript.jscomp.CrossModuleCodeMotion; com.google.javascript.jscomp.ReferenceCollectingCallback
686780e1b047288bf1fb935d14b14a1c0c1cb37a,com.google.javascript.jscomp.LinkedFlowScope
f86263226992887c3fb5af6fd1814a661e1ec60c,com.google.javascript.jscomp.GlobalTypeInfo; com.google.javascript.jscomp.NewTypeInference; com.google.javascript.jscomp.newtypes.DeclaredTypeRegistry; com.google.javascript.jscomp.newtypes.FunctionType; com.google.javascript.jscomp.newtypes.JSType; com.google.javascript.jscomp.newtypes.JSTypeCreatorFromJSDoc; com.google.javascript.jscomp.newtypes.ObjectType; com.google.javascript.jscomp.newtypes.Property
c469afc1e4091e87bf49426b09133ad741e54cae,com.google.javascript.jscomp.CodeConsumer; com.google.javascript.jscomp.CodeGenerator; com.google.javascript.jscomp.Compiler; com.google.javascript.jscomp.CompilerOptions; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.parsing.NewIRFactory; com.google.javascript.jscomp.parsing.NewTypeSafeDispatcher; com.google.javascript.jscomp.parsing.ParserRunner; com.google.javascript.jscomp.parsing.parser.ParseTreeVisitor; com.google.javascript.jscomp.parsing.parser.Parser; com.google.javascript.jscomp.parsing.parser.codegeneration.ParseTreeFactory; com.google.javascript.jscomp.parsing.parser.codegeneration.ParseTreeTransformer; com.google.javascript.jscomp.parsing.parser.codegeneration.ParseTreeWriter; com.google.javascript.jscomp.parsing.parser.trees.ClassDeclarationTree; com.google.javascript.jscomp.parsing.parser.trees.ClassExpressionTree; com.google.javascript.jscomp.parsing.parser.trees.FunctionDeclarationTree; com.google.javascript.jscomp.parsing.parser.trees.ParseTree; com.google.javascript.jscomp.parsing.parser.trees.ParseTreeType; com.google.javascript.rhino.Node; com.google.javascript.rhino.Token
e0aeafbbca31ac5f98f10263b9b117ac44597295,com.google.javascript.jscomp.GlobalTypeInfo; com.google.javascript.jscomp.NewTypeInference; com.google.javascript.jscomp.newtypes.DeclaredFunctionType; com.google.javascript.jscomp.newtypes.FunctionType; com.google.javascript.jscomp.newtypes.FunctionTypeBuilder; com.google.javascript.jscomp.newtypes.JSType; com.google.javascript.jscomp.newtypes.JSTypeCreatorFromJSDoc; com.google.javascript.jscomp.newtypes.NominalType; com.google.javascript.jscomp.newtypes.ObjectType
d6aa74f958788bea8da268272e7dc4861209ee89,com.google.javascript.jscomp.parsing.JsDocInfoParser
