Commit hash,Changed targets
cd0962880fd3868deffc2818d8655cfc0edacf6a,com.google.javascript.jscomp.Tracer
d3b49ed87361e8e3c2242c56c6d9db8abfbbc651,com.google.javascript.jscomp.AstValidator
6ffb18b00982bde6f56f2869b1024c1275c7359b,com.google.javascript.jscomp.parsing.parser.Parser
ed8c5d55983f0ad16d8236506cb44fb62b0bdf3c,com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.DiagnosticGroups
b4f0676d66d72350ca58650fe6cb7d0445191d52,com.google.javascript.jscomp.deps.ModuleNames
d92261288a5692dc555da49b1bbdf8d10a24b065,com.google.javascript.rhino.jstype.ModificationVisitor; com.google.javascript.rhino.jstype.TemplateTypeMap; com.google.javascript.rhino.jstype.TemplateTypeMapReplacer
dd80c4740e1aa399fb48720cef04e50ff5084e9c,com.google.javascript.jscomp.gwt.client.GwtRunner
be43325c4c02b2fb8d8edccaeb794f3342b64935,com.google.javascript.jscomp.PolymerBehaviorExtractor; com.google.javascript.jscomp.PolymerClassDefinition; com.google.javascript.jscomp.PolymerClassRewriter; com.google.javascript.jscomp.PolymerPassErrors; com.google.javascript.jscomp.PolymerPassStaticUtils; com.google.javascript.jscomp.PolymerPassSuppressBehaviors
ba32dc6e5b0b85aacbab1804e6d1d08c4d6ddad7,com.google.javascript.jscomp.Es6RewriteBlockScopedDeclaration
9d5d78f20cd997a9aa06c88faae0538b18433351,com.google.javascript.jscomp.DefaultPassConfig
00107c563d05551bae2d5ea5639f328e76254ad2,com.google.javascript.jscomp.parsing.TypeTransformationParser
9a0e2bf76b176f0432cf8c29a4ea2d8bc13994bd,com.google.javascript.jscomp.DefinitionsRemover; com.google.javascript.jscomp.NameBasedDefinitionProvider
ebba622c0639bc421b1742a8b0f4fd9f8fa1f2ae,com.google.javascript.jscomp.DiagnosticGroups; com.google.javascript.jscomp.PeepholeFoldConstants
5150e615038be117d6f4682ab49527968016fa5d,com.google.javascript.jscomp.gwt.client.GwtRunner
72aa5a7d132f05b4290f2f05052ecc2f520816c8,com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.StrictModeCheck
6279596b6f3cbf0faaa6fea951bbdf79a1771acd,com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.StrictModeCheck
9b4169e6a9a8532d7fd3a463231fb64e4dfe3c9a,com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.StrictModeCheck
5fea90f202a9942e51f13133b6e55cb1a19e2679,com.google.javascript.jscomp.Es6RewriteBlockScopedDeclaration
ee94ad5d2bde5687d8f2af4969b09abb03d3249f,com.google.javascript.rhino.jstype.JSTypeRegistry; com.google.javascript.rhino.jstype.TemplateTypeMap
0109a47d83279bccea3741bf79e9bbbc342d30d0,com.google.javascript.jscomp.ClosureCodingConvention; com.google.javascript.jscomp.CodingConvention; com.google.javascript.jscomp.GlobalTypeInfo; com.google.javascript.jscomp.NTIScope; com.google.javascript.jscomp.NewTypeInference; com.google.javascript.jscomp.newtypes.DeclaredTypeRegistry; com.google.javascript.jscomp.newtypes.FunctionTypeBuilder; com.google.javascript.jscomp.newtypes.JSType; com.google.javascript.jscomp.newtypes.JSTypes; com.google.javascript.jscomp.newtypes.Namespace; com.google.javascript.rhino.jstype.JSTypeNative
53a279ee999c9c0dd942a97e8392cf4b6838d566,com.google.javascript.jscomp.CheckAccessControls; com.google.javascript.jscomp.newtypes.JSType; com.google.javascript.rhino.ObjectTypeI; com.google.javascript.rhino.jstype.ObjectType
c490ecbf79a3401f9aa2b7628a9ec618331400bf,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.CommandLineRunner; com.google.javascript.jscomp.ExternExportsPass
4f48cc8c647173017ffe41b145f957350c277408,java.util.ArrayDeque
244c335312cb76664cad28599745debcd4d8fcdd,com.google.javascript.rhino.jstype.FunctionType; com.google.javascript.rhino.jstype.JSType; com.google.javascript.rhino.jstype.PrototypeObjectType
05e11f7353aa77fc757b1dcb71662550476a23a7,com.google.javascript.jscomp.CompilerOptions; com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.PassConfig; com.google.javascript.jscomp.TranspilationPasses
b5ea913f9370651b0f7f37db1e038c92931e000d,com.google.javascript.rhino.jstype.JSType
318b199061360598ecffedc1865627cfe167c088,com.google.javascript.rhino.jstype.JSType
bfa92bdc61b0270be6d4f05ec75fd6fc3624f851,com.google.javascript.jscomp.AbstractCommandLineRunner; com.google.javascript.jscomp.CommandLineRunner; com.google.javascript.jscomp.ExternExportsPass
a17864b7e96c906fad2bff683f149d3170db2a49,com.google.javascript.jscomp.Linter
a4585328fac8c26ac0b53e7143c047c5c2145ce0,com.google.javascript.jscomp.DisambiguateProperties
fc7d8254ecbc2cb28d78632b08f60c3bc8d2e64e,com.google.javascript.jscomp.CodeGenerator
508e3c2338c65a98b4a372e26bd45d2ee47c5f89,com.google.javascript.jscomp.LintPassConfig; com.google.javascript.jscomp.Linter; com.google.javascript.refactoring.ErrorToFixMapper
54945b735b4c8c71b9290801ac0ddc7664e0f496,com.google.javascript.jscomp.TypeCheck
a07672bf852825c4d9722b8afeec5d89f5017dbe,com.google.javascript.jscomp.LintPassConfig; com.google.javascript.jscomp.Linter; com.google.javascript.refactoring.ErrorToFixMapper
0c252e161b2d4a2750090c046d626d7216de3dd3,com.google.javascript.refactoring.ErrorToFixMapper
bb6754f13c7fc5dd2b2578fc7c709882acdc6063,com.google.javascript.jscomp.gwt.linker.MinimalLinker
26e87501eafea1777149e7314de4935114cdedf1,com.google.javascript.jscomp.Linter
6d67dae5d1b12825ab8dd6b4dd30fbd7acf09326,com.google.javascript.refactoring.ErrorToFixMapper
73c6a9aa3de9ca25e88f99287355316aa8cf3120,com.google.javascript.jscomp.DeclaredGlobalExternsOnWindow
a927f249afffdd94143ea4003a05d5269514461e,com.google.javascript.jscomp.parsing.parser.Parser
3e6f62d9dfddaa62d34c3b0ce4dd67f84b566c6b,com.google.javascript.jscomp.RewriteAsyncFunctions; com.google.javascript.jscomp.TranspilationPasses; com.google.javascript.rhino.IR
de5cc06241d56f4af8b213acbbd455b2605eb074,com.google.javascript.jscomp.PeepholeMinimizeConditions
6c6dbf1ff2c812768f39feec2402d475c133cb4c,com.google.javascript.jscomp.CodeGenerator
073f02470bdbdab5e3dcfc5c4c3e3ee24d1ea464,com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.lint.CheckRequiresAndProvidesSorted; com.google.javascript.refactoring.ErrorToFixMapper; com.google.javascript.refactoring.Matchers; com.google.javascript.refactoring.SuggestedFix
f04eac3f8257360d64d924bec91e0ee72feb1173,com.google.javascript.refactoring.ErrorToFixMapper
1e6a2b8b7aa52144c02ad424e4f44d5992d4576b,com.google.javascript.jscomp.parsing.parser.util.format.SimpleFormat
08898461d902bfb16ec8f6973b22e2ec7a367dfc,com.google.javascript.rhino.jstype.NamedType
8e1fa1f0a27b51d6a9e30594095b602a7fa699cd,com.google.javascript.jscomp.CommandLineRunner
d09ed996c5a3bae35a7d1f23aa4ab32b9ac04d72,com.google.javascript.jscomp.DefaultPassConfig
a18a84da8d80582a7c4760349fa42e58bef26c51,com.google.javascript.jscomp.AbstractCommandLineRunner
6466a369c2e0ba3a7eede1e0347f89fd011ad1cf,com.google.javascript.jscomp.lint.CheckRequiresAndProvidesSorted; com.google.javascript.refactoring.ErrorToFixMapper
2b9ec7b9aa4c0373b52c1ac09afefad26a2bebad,com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.Es6ConvertSuper; com.google.javascript.jscomp.Es6ConvertSuperConstructorCalls; com.google.javascript.jscomp.TranspilationPasses; com.google.javascript.jscomp.TypeCheck; com.google.javascript.jscomp.TypeInference
363832ed686f1416f1ead204a866341a0ff51971,com.google.javascript.jscomp.NewTypeInference
30c350b4c4711c219800c63c24cf01dd673edbf2,com.google.javascript.refactoring.ErrorToFixMapper
14624660650f49aedbba87d30eaa4e395c844f5f,com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.Es6ConvertSuper; com.google.javascript.jscomp.Es6ConvertSuperConstructorCalls; com.google.javascript.jscomp.TranspilationPasses; com.google.javascript.jscomp.TypeCheck; com.google.javascript.jscomp.TypeInference
9b70c91e95f99eb0e34429339380c62497bf902f,com.google.javascript.jscomp.Linter; com.google.javascript.refactoring.ApplySuggestedFixes; com.google.javascript.refactoring.FixingErrorManager
7836367abc2a19d1b5b3bb56d8ad9be0c0c9c71b,com.google.javascript.jscomp.Es6ConvertSuperConstructorCalls
0d55eaa6f802f96efce802c122bcbd878432f9bf,com.google.javascript.refactoring.SuggestedFix
324b937406c9e9cfa5494e3356b250e401c4072b,com.google.javascript.jscomp.Compiler
1eb64878ed7386c4af3aeee1c3b83051590d448d,com.google.javascript.jscomp.Compiler; com.google.javascript.jscomp.CompilerOptions
27f9d8d1963b08f3db0f34814f2258dd4d911d45,com.google.javascript.jscomp.Es6ConvertSuper; com.google.javascript.jscomp.Es6ConvertSuperConstructorCalls; com.google.javascript.jscomp.NewTypeInference; com.google.javascript.jscomp.TypeInference
abe8cddccaa548c8e9e46dd6406dd455cff9d978,com.google.javascript.jscomp.Es6ConvertSuperConstructorCalls
156efebaf52040ab5298e7111582dc2317c3f71d,com.google.javascript.jscomp.Es6ConvertSuperConstructorCalls
fc96a153b792e415f5fff1d68aad53bd713a21bb,com.google.javascript.jscomp.ConvertIIFEArgsToVars
f3a36c9df404fcc0a8c83c441fcef331811eeea4,com.google.javascript.jscomp.deps.JsFileParser
58e612c4cd6a7d39ce5c3b1dd54d72af361e4943,com.google.javascript.jscomp.DefaultPassConfig
f589de8a72f060e2adef483b3c5aaf880f23e455,com.google.javascript.jscomp.DiagnosticGroups; com.google.javascript.jscomp.PeepholeFoldConstants
ea6fe829fc08deb164af1411cc19486f5793b82a,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax
c3a00d6efcdaac364b16186ea74a0e3fb1f2fd0a,com.google.javascript.jscomp.newtypes.ObjectType
c8c537a6f9bcf5640946728cb46801fe58100ac0,com.google.javascript.jscomp.CompilerOptions
13f48cae16c5a153e7dae03385d32eb126d09fd7,com.google.javascript.jscomp.parsing.IRFactory
876df886d3e505cae594fa7c0c22ec242bf03b75,com.google.javascript.jscomp.Es6ConvertSuperConstructorCalls
8634701063ebafd9a23644a32f9b8f6082a857b1,com.google.javascript.jscomp.ConvertToTypedInterface
23423085f9af64ba33a2031298f46474317cb425,com.google.javascript.jscomp.DefinitionUseSiteFinder
7b266e4b5d13aafeac6c6ee101628a7ffd652172,com.google.javascript.jscomp.DisambiguateProperties
e8022673213130d42919e3016e5e6dbc0116fb43,com.google.javascript.jscomp.DisambiguateProperties
9df8eea4193a5f13836350066b541f538fe5c921,com.google.javascript.jscomp.Es6ConvertSuperConstructorCalls
ca89eb9d619a29269781328c9da7b733db48bf24,com.google.javascript.jscomp.GlobalTypeInfo
6f8abaabc7cba66818a6e6533ef98d4884b9ff95,com.google.javascript.jscomp.transpile.BaseTranspiler
7ef9044f97455624ca724193451aba8334b140d7,com.google.javascript.rhino.jstype.JSType; com.google.javascript.rhino.jstype.UnionType; com.google.javascript.rhino.jstype.UnionTypeBuilder
c4a104075d40dd2191b45de33d00b79edd45b97e,com.google.javascript.jscomp.ProcessCommonJSModules
9e6bcf24d9e500a116a73906f2378b1d9fabb40a,com.google.javascript.jscomp.CheckRequiresForConstructors; com.google.javascript.jscomp.ClosureCheckModule; com.google.javascript.refactoring.ErrorToFixMapper; com.google.javascript.refactoring.FixingErrorManager
085928c6c642192464c00305bc1a6086b27ee619,com.google.javascript.jscomp.CompilationLevel
125e26bde0269dd286e8088a7b232e5c931664db,com.google.javascript.jscomp.Es6ConvertSuperConstructorCalls
4a885d88fe6307738d78b1f67d1e2724ac8da173,com.google.javascript.jscomp.NewTypeInference
9b70a1f7ebb2dd19888df6588e04737c36e5c71b,com.google.javascript.refactoring.SuggestedFix
537e4f213d78a2d20830d053bc7bf68d5e627ae0,com.google.javascript.jscomp.LightweightMessageFormatter
d4fa0fa40b415bd082a22d3b6e772e3234e1d44f,com.google.javascript.jscomp.NodeUtil; com.google.javascript.rhino.Node
8ce81959ccc525352e33c59e74bf283138fd53f4,com.google.javascript.jscomp.DiagnosticGroups; com.google.javascript.refactoring.ErrorToFixMapper; com.google.javascript.refactoring.SuggestedFix
1aa8739f7903ddf0b0e3320a6dff4497f7f19dd2,com.google.javascript.jscomp.DisambiguateProperties
cbf615304f21c433b4174f9b395b6513edd1f5b9,com.google.javascript.refactoring.RefactoringDriver
4cab5b76d86f50ca2086229a7b120a1f3ab870ad,com.google.javascript.jscomp.ConformanceRules
881c4b6b23eb138a7a9ee769d05099185ae73de2,com.google.javascript.rhino.jstype.JSType
957940e4bcab1f82627d1aebb0b65f56cc89b786,com.google.javascript.jscomp.AmbiguateProperties; com.google.javascript.jscomp.Compiler; com.google.javascript.jscomp.DisambiguateProperties; com.google.javascript.jscomp.InlineSimpleMethods; com.google.javascript.jscomp.RemoveUnusedPrototypeProperties; com.google.javascript.jscomp.SymbolTable; com.google.javascript.jscomp.deps.DepsFileParser; com.google.javascript.jscomp.deps.DepsGenerator; com.google.javascript.jscomp.deps.JsFileParser
65b4c86ea041684c7585b016a90e0eb4e5974292,com.google.javascript.jscomp.Es6RewriteDestructuring
72cd039f4793c351866f960d5082aa40e5089a4d,com.google.javascript.jscomp.transpile.BaseTranspiler
666650c664a710aca859bd90d124b0036e31e6e8,com.google.javascript.rhino.jstype.ArrowType; com.google.javascript.rhino.jstype.FunctionType
2de29d48e175551cd15595dd8ba4870a575d3753,com.google.javascript.rhino.JSDocInfo
911fdc8d5dfc2fb746610d273a092e46f146c29e,com.google.javascript.jscomp.OptimizeArgumentsArray
779b685289bcba9512c06d5f3977815151c4e572,com.google.javascript.jscomp.GlobalTypeInfo
f014ff57b6849a9ad907e285a413a739ca6f87a2,com.google.javascript.jscomp.newtypes.FunctionType
6de22b6fae83c8cef05c1119b2db3c1791f37642,com.google.javascript.jscomp.newtypes.FunctionType
3d325b9d1220fac5eede7aef8e49c3e9248825b7,com.google.javascript.jscomp.newtypes.JSType
516524311f43eb8024c926326715ac245110cbfa,com.google.javascript.jscomp.newtypes.FunctionType; com.google.javascript.jscomp.newtypes.ObjectType
e5b4bc64cf1cece4a7815a440ee2df610e9ab613,com.google.javascript.jscomp.GlobalTypeInfo
56aa496ea370f5101e5309e96685b82511278a28,com.google.javascript.jscomp.GlobalTypeInfo
000677283b2461eb23aba6c79dd7c2ac08c54ae8,com.google.javascript.jscomp.Normalize
2b459ec2224a84d803a318a8037611ec09fba226,com.google.javascript.jscomp.CompilationLevel; com.google.javascript.jscomp.CompilerOptions; com.google.javascript.jscomp.DefaultPassConfig
dab1c9e4dec710afe0e437d6a463541339e9056f,com.google.javascript.jscomp.MakeDeclaredNamesUnique
a0f8c711a62661433cdf47aecf51a56de7827147,com.google.javascript.jscomp.JsMessage; com.google.javascript.jscomp.JsMessageVisitor
11ee3833ec33a845bcc20795a05fbdd9a1d3ef81,com.google.javascript.jscomp.GlobalTypeInfo; com.google.javascript.jscomp.newtypes.FunctionType; com.google.javascript.jscomp.newtypes.JSTypes; com.google.javascript.jscomp.newtypes.NominalType; com.google.javascript.jscomp.newtypes.ObjectType
d4890cdef80b65c329f3461c8697a4b2334822e8,com.google.javascript.rhino.jstype.FunctionType
202197ee128df154528c5c27077185f679f48cfb,com.google.javascript.refactoring.CodeReplacement
b9eb6322a36c8139d738886a16b80bb2946ee128,com.google.javascript.jscomp.newtypes.FunctionType
447d89a336e0b343fa548c6ddabcf18a6345bc53,com.google.javascript.jscomp.DiagnosticGroups
6944ab822c70bb9e8508ab3f954a1bb782feaf76,com.google.javascript.jscomp.DiagnosticGroups; com.google.javascript.jscomp.NewTypeInference; com.google.javascript.jscomp.newtypes.JSType; com.google.javascript.jscomp.newtypes.JSTypeCreatorFromJSDoc; com.google.javascript.jscomp.newtypes.ObjectType; com.google.javascript.jscomp.parsing.JsDocInfoParser
c137930c541e4dba5dd96712d4a60c1755396dbb,com.google.javascript.jscomp.Compiler; com.google.javascript.refactoring.ApplySuggestedFixes; com.google.javascript.refactoring.CodeReplacement
7c1e8e05a62e0cac24229b3d4078793feafc8571,com.google.javascript.jscomp.DefaultPassConfig
1c38dd4641d452e663b816a81e8853a4eddb8f07,com.google.javascript.jscomp.Es6ConvertSuperConstructorCalls
b5615b1cc2c4546e89c4f0e4441eee0668612d56,com.google.javascript.jscomp.DisambiguateProperties; com.google.javascript.jscomp.TypeValidator
d3845fc009470b314bb1bd62e9f085c22c91a132,com.google.javascript.jscomp.DiagnosticGroups; com.google.javascript.jscomp.NewTypeInference; com.google.javascript.jscomp.newtypes.JSType; com.google.javascript.jscomp.newtypes.JSTypeCreatorFromJSDoc; com.google.javascript.jscomp.newtypes.ObjectType; com.google.javascript.jscomp.parsing.JsDocInfoParser
0fa133c56eb0d94fbd30da4646e758e27cee5d16,com.google.javascript.jscomp.CodePrinter
c4ff11acef9f9dc28e5b154c19242389882b3018,com.google.javascript.jscomp.DefaultPassConfig
38215dead99bc9a1aaaab76f8d4e5f9a1ec4d589,com.google.javascript.jscomp.newtypes.NominalType; com.google.javascript.jscomp.newtypes.ObjectType
9a0e816e3e81436b7581037e879120971616af93,com.google.javascript.jscomp.ScopedAliases
48a459f7e4042f44b2c6a3d5fd6c9bf9a723c854,com.google.javascript.jscomp.Compiler; com.google.javascript.rhino.JSDocInfoBuilder
97a51f840fa46121e411dcbbb849058128f8c8da,com.google.javascript.jscomp.ScopedAliases
e69590fafb3762a6a138d60b27c901f7ea124323,com.google.javascript.jscomp.ProcessCommonJSModules
09a3027949f5fb579dd8a012f976fe085ebcc2ec,com.google.javascript.jscomp.deps.JsFileParser
9083dfd12f7fa23ada2ae8a121678f59c9f14935,com.google.javascript.jscomp.NewTypeInference; com.google.javascript.jscomp.newtypes.FunctionType; com.google.javascript.jscomp.newtypes.NominalType
7d83663900867a121989014f74677cb9d0dd9cd6,com.google.javascript.jscomp.lint.CheckMissingSemicolon; com.google.javascript.jscomp.lint.CheckNullableReturn; com.google.javascript.jscomp.newtypes.JSTypeCreatorFromJSDoc
ee23a09e5ab136234ae4e076ba07a93432baa6bf,com.google.javascript.jscomp.AngularPass; com.google.javascript.jscomp.AstValidator; com.google.javascript.jscomp.BranchCoverageInstrumentationCallback; com.google.javascript.jscomp.CheckSideEffects; com.google.javascript.jscomp.CheckSuspiciousCode; com.google.javascript.jscomp.CodeGenerator; com.google.javascript.jscomp.CodePrinter; com.google.javascript.jscomp.CollapseAnonymousFunctions; com.google.javascript.jscomp.CollapseProperties; com.google.javascript.jscomp.CoverageInstrumentationCallback; com.google.javascript.jscomp.DeadPropertyAssignmentElimination; com.google.javascript.jscomp.Es6ConvertSuperConstructorCalls; com.google.javascript.jscomp.Es6RenameVariablesInParamLists; com.google.javascript.jscomp.Es6RewriteArrowFunction; com.google.javascript.jscomp.Es6RewriteGenerators; com.google.javascript.jscomp.Es6SyntacticScopeCreator; com.google.javascript.jscomp.ExpandJqueryAliases; com.google.javascript.jscomp.ExtractPrototypeMemberDeclarations; com.google.javascript.jscomp.FunctionToBlockMutator; com.google.javascript.jscomp.InlineSimpleMethods; com.google.javascript.jscomp.J2clConstantHoisterPass; com.google.javascript.jscomp.J2clPropertyInlinerPass; com.google.javascript.jscomp.MinimizeExitPoints; com.google.javascript.jscomp.NewTypeInference; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.OptimizeParameters; com.google.javascript.jscomp.PeepholeCollectPropertyAssignments; com.google.javascript.jscomp.PeepholeMinimizeConditions; com.google.javascript.jscomp.PeepholeRemoveDeadCode; com.google.javascript.jscomp.PrepareAst; com.google.javascript.jscomp.ProcessCommonJSModules; com.google.javascript.jscomp.RemoveUnusedVars; com.google.javascript.jscomp.RenameLabels; com.google.javascript.jscomp.RewriteAsyncFunctions; com.google.javascript.jscomp.RuntimeTypeCheck; com.google.javascript.jscomp.ScopedAliases; com.google.javascript.jscomp.ShadowVariables; com.google.javascript.jscomp.StatementFusion; com.google.javascript.jscomp.SubstituteEs6Syntax; com.google.javascript.jscomp.TypedCodeGenerator; com.google.javascript.jscomp.UnreachableCodeElimination
27852fca9a6a232e05b6eec45c0697ef87ccb4e6,com.google.javascript.jscomp.NewTypeInference
8a78b2a572c7914868bb911acb5129bd7e0a43e4,com.google.javascript.jscomp.CodePrinter
24ad04dbe27f38b117f43b077af45d2bacf7885e,com.google.javascript.jscomp.CheckJSDoc
ecc937a4e81fd76ab6a3be9881ebaecefd89c183,com.google.javascript.jscomp.CompilationLevel
7bb3ffe3b25f4327e23c9e503b95d8f39b1d15c1,com.google.javascript.jscomp.TypeCheck
5ceeb7cd804870a241b6943b37b295f37578abde,com.google.javascript.jscomp.TypeTransformation
675162ca423bdc36ae9c964812d95a042e0b4368,com.google.javascript.jscomp.SourceFile
ff6e9a7ebf7841b70741c912acb30c20d3ffe29f,com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.ScopedAliases
e5437d75272a9467718cd62afd7d135f3fa0cd73,com.google.javascript.jscomp.PeepholeReplaceKnownMethods
3b337997abe9479d59963bddf462f60fb6d5e064,com.google.javascript.jscomp.FunctionToBlockMutator
37cb005c0990717c0b38e5e02acefcd62847c3a5,com.google.javascript.jscomp.newtypes.FunctionType; com.google.javascript.jscomp.newtypes.NominalType; com.google.javascript.jscomp.newtypes.ObjectType
85764a138de87d95a200bbced39c45de6b81e955,com.google.javascript.jscomp.ConformanceRules
1b11241e46be234deaba21fbf2ada3c156ab052c,com.google.javascript.jscomp.CommandLineRunner; com.google.javascript.jscomp.CompilerOptions; com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.PolymerPass; com.google.javascript.jscomp.gwt.client.GwtRunner
14cf81c9437287d2803abb290d393fa1252f3d85,com.google.javascript.jscomp.newtypes.JSTypeCreatorFromJSDoc; com.google.javascript.jscomp.newtypes.JSTypes
201254bb40291becfb133b97c96e6368f18df113,com.google.javascript.jscomp.Es6ConvertSuperConstructorCalls
cb7d625f0a9ee93743e8f3afd15d466e5fc8f286,com.google.javascript.jscomp.NameBasedDefinitionProvider
7ffa9eb8a9b21d708eba945be8709207503d9247,com.google.javascript.jscomp.NameBasedDefinitionProvider
279da6e93c1273c3294343835fa40eb40efae250,com.google.javascript.jscomp.ControlFlowAnalysis; com.google.javascript.jscomp.ExpressionDecomposer; com.google.javascript.jscomp.FlowSensitiveInlineVariables; com.google.javascript.jscomp.parsing.parser.util.format.SimpleFormat; com.google.javascript.jscomp.type.SemanticReverseAbstractInterpreter
3fad3bb4fdac46ec67486d7e2ce8aa7c0bcff785,com.google.javascript.rhino.dtoa.DToA
9eb43575edbcce68858c53bb74f0ae214d686757,com.google.javascript.rhino.JSDocInfo; com.google.javascript.rhino.JSDocInfoBuilder
06691ec44e43ce93e625bc53d3f2bdec6157b4e2,com.google.javascript.jscomp.InlineFunctions
d6f6b103e0334102e2887e6b467a3e3c035fdc85,com.google.javascript.jscomp.GlobalTypeInfo; com.google.javascript.jscomp.newtypes.DeclaredFunctionType
77b7ea031390f112cb67525db0431720494588cb,com.google.javascript.jscomp.ProcessCommonJSModules
265bcdd81ec8e8fd56f875d4bcf15c1cc4ff9dc9,com.google.debugging.sourcemap.Base64
488845bf7fe108eb9f53395d5e0600653e0ca1a2,com.google.javascript.refactoring.ErrorToFixMapper
0f2afb67e0cbc463ae7aebb1f41c8aa71014d68b,com.google.javascript.jscomp.Es6TypedToEs6Converter; com.google.javascript.jscomp.NodeUtil
0e94c8a07631c8e0cf9832012acdc432ff60633f,com.google.javascript.jscomp.NewTypeInference
eb6fc61200a1377f47fecd550f6ecf80042a2691,com.google.javascript.jscomp.newtypes.JSType
23470c203ea07356abcd341832cb343f5d1f28bc,com.google.javascript.jscomp.parsing.parser.Parser
3d2e6feab2bdaa8759c7d19fc31f4e589ef0d579,com.google.javascript.jscomp.PeepholeCollectPropertyAssignments
5a37dff987b07d5ff5a60746676ba983d91c56a8,com.google.javascript.jscomp.parsing.parser.FeatureSet
3830920327dca9327936d06cad5f1d75dca32789,com.google.javascript.jscomp.NewTypeInference
b046f7155b1a2abb7ede8cf10a277ed4a61bcdae,com.google.javascript.refactoring.ErrorToFixMapper
e1379c139bf64c4d42c89cb457996a1a9d1251fb,com.google.javascript.jscomp.newtypes.JSType; com.google.javascript.jscomp.newtypes.ObjectType
c11d05d612f300690a41b62bff118cfc2fec913f,com.google.javascript.jscomp.GlobalTypeInfo; com.google.javascript.jscomp.newtypes.DeclaredFunctionType
3c7e125fc08f7d752e848dcb7e83a574ce4bd8ec,com.google.javascript.jscomp.CommandLineRunner
befed825b288311327f38f3e8b931c53d25ff9f7,com.google.javascript.jscomp.GlobalTypeInfo
2c64306e552e6fba53b795b920293d69d27b51b9,com.google.javascript.jscomp.NodeUtil
a618d06c816ad3436482c8de2d1cc196ea54ea33,com.google.javascript.jscomp.CheckRequiresForConstructors; com.google.javascript.jscomp.ProcessEs6Modules; com.google.javascript.rhino.IR; com.google.javascript.rhino.Node
e90937b2dc61309f2f79c6a7dd729efeb0012f4a,com.google.javascript.jscomp.Linter; com.google.javascript.jscomp.RewritePolyfills; com.google.javascript.jscomp.ant.CompileTask; com.google.javascript.jscomp.gwt.client.GwtRunner; com.google.javascript.jscomp.transpile.BaseTranspiler
ecdfdd0bed05907305f0b5652aae2705aafe1bc1,com.google.javascript.jscomp.CompilerOptions; com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.Denormalize; com.google.javascript.jscomp.HoistVarsOutOfBlocks; com.google.javascript.jscomp.NodeUtil; com.google.javascript.rhino.Node
887d457a8b5190e468bb6037fd7960a0e7e3bc75,com.google.javascript.jscomp.InlineFunctions; com.google.javascript.jscomp.NodeUtil
e59ce885ae9b543787e7bc91f23af226e8d03dc9,com.google.javascript.jscomp.newtypes.RawNominalType
7d0ea794220f690186c775df57814a6139a06ee2,com.google.javascript.jscomp.CompilerOptions; com.google.javascript.jscomp.Denormalize; com.google.javascript.rhino.Node
57cb431bc47e5d07edd4a7e9d80174bd66272997,com.google.javascript.jscomp.AbstractCompiler; com.google.javascript.jscomp.Compiler; com.google.javascript.jscomp.NodeUtil; com.google.javascript.jscomp.PhaseOptimizer; com.google.javascript.rhino.Node
e51b5bd0b6b069d1f6703cd049c4df77f9d78d81,com.google.javascript.jscomp.Compiler; com.google.javascript.jscomp.deps.BrowserModuleResolver; com.google.javascript.jscomp.deps.LegacyModuleResolver; com.google.javascript.jscomp.deps.ModuleLoader; com.google.javascript.jscomp.deps.ModuleNames; com.google.javascript.jscomp.deps.ModuleResolver; com.google.javascript.jscomp.deps.NodeModuleResolver
5884e773ac0cd6f1084b4221d8aee728bf1e4656,com.google.javascript.jscomp.DefaultPassConfig; com.google.javascript.jscomp.Denormalize; com.google.javascript.jscomp.HoistVarsOutOfBlocks; com.google.javascript.rhino.Node
4c7aaa8a86b1bf4d40ac6c78139394797e88b3b3,com.google.javascript.jscomp.CompilationLevel
8239099902402712d8c3711f73be475e1011eb62,com.google.javascript.jscomp.DeadAssignmentsElimination
91532c5db4f4fc5af34a860617f382daa6697c21,com.google.javascript.jscomp.deps.ModuleNames
e039d18ffe10f813b1a702d751459c343acdebda,com.google.javascript.jscomp.RemoveUnusedVars
6c01a3ebac856dcde2200bc49fc8fbbbf9808eea,com.google.javascript.jscomp.SubstituteEs6Syntax
cd1b85d16dd8e9c23b116fdc1c99fc1a1d3ad88a,com.google.javascript.jscomp.VarCheck
