Target,Commit count
com.google.javascript.jscomp.jsonml.Validator,1
com.google.javascript.jscomp.CssRenamingMap,1
com.google.javascript.jscomp.JoinOp,1
com.google.javascript.rhino.Decompiler,1
com.google.javascript.rhino.Parser,1
com.google.debugging.sourcemap.SourceMapConsumerV2,1
com.google.javascript.jscomp.StrictWarningsGuard,1
com.google.javascript.jscomp.HotSwapCompilerPass,1
com.google.javascript.jscomp.CheckPropertyOrder,1
com.google.javascript.jscomp.MemoizedScopeCreator,1
com.google.debugging.sourcemap.FilePosition,1
com.google.javascript.jscomp.NameAnonymousFunctionsMapped,1
com.google.javascript.rhino.jstype.BooleanType,1
com.google.javascript.rhino.jstype.NullType,1
com.google.javascript.rhino.jstype.NumberType,1
com.google.javascript.rhino.jstype.StringType,1
com.google.javascript.jscomp.ant.Warning,1
com.google.debugging.sourcemap.SourceMapConsumerV1,1
com.google.debugging.sourcemap.SourceMapGeneratorV1,1
com.google.debugging.sourcemap.SourceMapSupplier,1
com.google.javascript.jscomp.AstParallelizer,1
com.google.javascript.jscomp.GoogleJsMessageIdGenerator,1
com.google.javascript.jscomp.PassFactory,1
com.google.javascript.jscomp.XtbMessageBundle,1
com.google.javascript.jscomp.jsonml.JsonMLAst,1
com.google.javascript.jscomp.webservice.common.Protocol,1
com.google.javascript.rhino.jstype.EquivalenceMethod,1
com.google.javascript.rhino.jstype.ParameterizedType,1
com.google.javascript.jscomp.graph.FixedPointGraphTraversal,1
com.google.javascript.jscomp.DotFormatter,1
com.google.javascript.jscomp.RenameVars2,1
com.google.javascript.jscomp.graph.AdjacencyGraph,1
com.google.javascript.rhino.jstype.NamespaceType,1
com.google.javascript.jscomp.fuzzing.Expression,1
com.google.javascript.jscomp.fuzzing.DiscreteDistribution,1
com.google.javascript.jscomp.fuzzing.SymbolTable,1
com.google.javascript.jscomp.fuzzing.Scope,1
com.google.javascript.jscomp.fuzzing.Type,1
com.google.javascript.jscomp.parsing.parser.trees.NullTree,1
com.google.javascript.jscomp.parsing.parser.trees.ClassExpressionTree,1
com.google.javascript.jscomp.parsing.parser.trees.YieldExpressionTree,1
com.google.javascript.jscomp.parsing.parser.trees.YieldStatementTree,1
com.google.javascript.jscomp.parsing.parser.trees.ExportDeclarationTree,1
com.google.javascript.jscomp.parsing.parser.trees.ExportSpecifierTree,1
com.google.javascript.jscomp.parsing.parser.trees.ModuleImportTree,1
com.google.javascript.jscomp.InstrumentMemoryAllocPass,1
com.google.javascript.jscomp.newtypes.ObjectKind,1
com.google.javascript.jscomp.parsing.parser.trees.Comment,1
com.google.javascript.jscomp.newtypes.TypeWithProperties,1
org.mozilla.javascript.ClassDefinitionException,1
org.mozilla.javascript.NotAFunctionException,1
org.mozilla.javascript.PropertyException,1
org.mozilla.javascript.xml.impl.xmlbeans.LogicalEquality,1
org.mozilla.javascript.xml.impl.xmlbeans.Namespace,1
org.mozilla.javascript.xml.impl.xmlbeans.NamespaceHelper,1
org.mozilla.javascript.xml.impl.xmlbeans.QName,1
org.mozilla.javascript.xml.impl.xmlbeans.XML,1
org.mozilla.javascript.xml.impl.xmlbeans.XMLCtor,1
org.mozilla.javascript.xml.impl.xmlbeans.XMLLibImpl,1
org.mozilla.javascript.xml.impl.xmlbeans.XMLList,1
org.mozilla.javascript.xml.impl.xmlbeans.XMLName,1
org.mozilla.javascript.xml.impl.xmlbeans.XMLObjectImpl,1
org.mozilla.javascript.xml.impl.xmlbeans.XMLWithScope,1
.Control,1
.Counter,1
.CounterTest,1
.DynamicScopes,1
.File,1
.Foo,1
.Matrix,1
.PrimitiveWrapFactory,1
.RunScript,1
.RunScript2,1
.RunScript3,1
.RunScript4,1
.Shell,1
org.mozilla.classfile.ByteCode,1
org.mozilla.classfile.ClassFileWriter,1
org.mozilla.classfile.ExceptionTableEntry,1
org.mozilla.classfile.ClassFileField,1
org.mozilla.classfile.ClassFileMethod,1
org.mozilla.classfile.ConstantPool,1
org.mozilla.classfile.FieldOrMethodRef,1
org.mozilla.classfile.SuperBlock,1
org.mozilla.classfile.TypeInfo,1
org.mozilla.javascript.Arguments,1
org.mozilla.javascript.BaseFunction,1
org.mozilla.javascript.BoundFunction,1
org.mozilla.javascript.Callable,1
org.mozilla.javascript.ClassCache,1
org.mozilla.javascript.ClassShutter,1
org.mozilla.javascript.CodeGenerator,1
org.mozilla.javascript.ConsString,1
org.mozilla.javascript.ConstProperties,1
org.mozilla.javascript.Context,1
org.mozilla.javascript.ContextAction,1
org.mozilla.javascript.ContextFactory,1
org.mozilla.javascript.ContextListener,1
org.mozilla.javascript.ContinuationPending,1
org.mozilla.javascript.DToA,1
org.mozilla.javascript.Decompiler,1
org.mozilla.javascript.DefaultErrorReporter,1
org.mozilla.javascript.DefiningClassLoader,1
org.mozilla.javascript.Delegator,1
org.mozilla.javascript.EcmaError,1
org.mozilla.javascript.ErrorReporter,1
org.mozilla.javascript.Evaluator,1
org.mozilla.javascript.EvaluatorException,1
org.mozilla.javascript.Function,1
org.mozilla.javascript.FunctionObject,1
org.mozilla.javascript.GeneratedClassLoader,1
org.mozilla.javascript.Icode,1
org.mozilla.javascript.IdFunctionCall,1
org.mozilla.javascript.IdFunctionObject,1
org.mozilla.javascript.IdScriptableObject,1
org.mozilla.javascript.ImporterTopLevel,1
org.mozilla.javascript.InterfaceAdapter,1
org.mozilla.javascript.InterpretedFunction,1
org.mozilla.javascript.InterpreterData,1
org.mozilla.javascript.JavaAdapter,1
org.mozilla.javascript.JavaMembers,1
org.mozilla.javascript.BeanProperty,1
org.mozilla.javascript.FieldAndMethods,1
org.mozilla.javascript.JavaScriptException,1
org.mozilla.javascript.Kit,1
org.mozilla.javascript.LazilyLoadedCtor,1
org.mozilla.javascript.MemberBox,1
org.mozilla.javascript.NativeBoolean,1
org.mozilla.javascript.NativeCall,1
org.mozilla.javascript.NativeContinuation,1
org.mozilla.javascript.NativeError,1
org.mozilla.javascript.NativeFunction,1
org.mozilla.javascript.NativeGenerator,1
org.mozilla.javascript.NativeIterator,1
org.mozilla.javascript.NativeJavaArray,1
org.mozilla.javascript.NativeJavaClass,1
org.mozilla.javascript.NativeJavaConstructor,1
org.mozilla.javascript.NativeJavaMethod,1
org.mozilla.javascript.ResolvedOverload,1
org.mozilla.javascript.NativeJavaObject,1
org.mozilla.javascript.NativeJavaPackage,1
org.mozilla.javascript.NativeJavaTopPackage,1
org.mozilla.javascript.NativeNumber,1
org.mozilla.javascript.NativeObject,1
org.mozilla.javascript.NativeScript,1
org.mozilla.javascript.NativeWith,1
org.mozilla.javascript.Node,1
org.mozilla.javascript.NodeTransformer,1
org.mozilla.javascript.ObjArray,1
org.mozilla.javascript.ObjToIntMap,1
org.mozilla.javascript.PolicySecurityController,1
org.mozilla.javascript.Ref,1
org.mozilla.javascript.RefCallable,1
org.mozilla.javascript.RegExpProxy,1
org.mozilla.javascript.RhinoException,1
org.mozilla.javascript.RhinoSecurityManager,1
org.mozilla.javascript.Script,1
org.mozilla.javascript.ScriptStackElement,1
org.mozilla.javascript.Scriptable,1
org.mozilla.javascript.ScriptableObject,1
org.mozilla.javascript.SecureCaller,1
org.mozilla.javascript.SecurityController,1
org.mozilla.javascript.SecurityUtilities,1
org.mozilla.javascript.SpecialRef,1
org.mozilla.javascript.Synchronizer,1
org.mozilla.javascript.Token,1
org.mozilla.javascript.TopLevel,1
org.mozilla.javascript.UintMap,1
org.mozilla.javascript.Undefined,1
org.mozilla.javascript.UniqueTag,1
org.mozilla.javascript.VMBridge,1
org.mozilla.javascript.WrapFactory,1
org.mozilla.javascript.WrappedException,1
org.mozilla.javascript.Wrapper,1
org.mozilla.javascript.ast.ArrayComprehension,1
org.mozilla.javascript.ast.ArrayComprehensionLoop,1
org.mozilla.javascript.ast.ArrayLiteral,1
org.mozilla.javascript.ast.Assignment,1
org.mozilla.javascript.ast.AstNode,1
org.mozilla.javascript.ast.AstRoot,1
org.mozilla.javascript.ast.Block,1
org.mozilla.javascript.ast.BreakStatement,1
org.mozilla.javascript.ast.CatchClause,1
org.mozilla.javascript.ast.Comment,1
org.mozilla.javascript.ast.ConditionalExpression,1
org.mozilla.javascript.ast.ContinueStatement,1
org.mozilla.javascript.ast.DestructuringForm,1
org.mozilla.javascript.ast.DoLoop,1
org.mozilla.javascript.ast.ElementGet,1
org.mozilla.javascript.ast.EmptyExpression,1
org.mozilla.javascript.ast.EmptyStatement,1
org.mozilla.javascript.ast.ErrorCollector,1
org.mozilla.javascript.ast.ErrorNode,1
org.mozilla.javascript.ast.ExpressionStatement,1
org.mozilla.javascript.ast.ForInLoop,1
org.mozilla.javascript.ast.ForLoop,1
org.mozilla.javascript.ast.FunctionCall,1
org.mozilla.javascript.ast.FunctionNode,1
org.mozilla.javascript.ast.GeneratorExpression,1
org.mozilla.javascript.ast.GeneratorExpressionLoop,1
org.mozilla.javascript.ast.IdeErrorReporter,1
org.mozilla.javascript.ast.IfStatement,1
org.mozilla.javascript.ast.InfixExpression,1
org.mozilla.javascript.ast.Jump,1
org.mozilla.javascript.ast.KeywordLiteral,1
org.mozilla.javascript.ast.Label,1
org.mozilla.javascript.ast.LabeledStatement,1
org.mozilla.javascript.ast.LetNode,1
org.mozilla.javascript.ast.Loop,1
org.mozilla.javascript.ast.Name,1
org.mozilla.javascript.ast.NewExpression,1
org.mozilla.javascript.ast.NodeVisitor,1
org.mozilla.javascript.ast.NumberLiteral,1
org.mozilla.javascript.ast.ObjectLiteral,1
org.mozilla.javascript.ast.ObjectProperty,1
org.mozilla.javascript.ast.ParenthesizedExpression,1
org.mozilla.javascript.ast.ParseProblem,1
org.mozilla.javascript.ast.PropertyGet,1
org.mozilla.javascript.ast.RegExpLiteral,1
org.mozilla.javascript.ast.ReturnStatement,1
org.mozilla.javascript.ast.Scope,1
org.mozilla.javascript.ast.ScriptNode,1
org.mozilla.javascript.ast.StringLiteral,1
org.mozilla.javascript.ast.SwitchCase,1
org.mozilla.javascript.ast.SwitchStatement,1
org.mozilla.javascript.ast.Symbol,1
org.mozilla.javascript.ast.ThrowStatement,1
org.mozilla.javascript.ast.TryStatement,1
org.mozilla.javascript.ast.UnaryExpression,1
org.mozilla.javascript.ast.VariableDeclaration,1
org.mozilla.javascript.ast.VariableInitializer,1
org.mozilla.javascript.ast.WhileLoop,1
org.mozilla.javascript.ast.WithStatement,1
org.mozilla.javascript.ast.XmlDotQuery,1
org.mozilla.javascript.ast.XmlElemRef,1
org.mozilla.javascript.ast.XmlExpression,1
org.mozilla.javascript.ast.XmlFragment,1
org.mozilla.javascript.ast.XmlLiteral,1
org.mozilla.javascript.ast.XmlMemberGet,1
org.mozilla.javascript.ast.XmlPropRef,1
org.mozilla.javascript.ast.XmlRef,1
org.mozilla.javascript.ast.XmlString,1
org.mozilla.javascript.ast.Yield,1
org.mozilla.javascript.commonjs.module.ModuleScope,1
org.mozilla.javascript.commonjs.module.ModuleScript,1
org.mozilla.javascript.commonjs.module.ModuleScriptProvider,1
org.mozilla.javascript.commonjs.module.Require,1
org.mozilla.javascript.commonjs.module.RequireBuilder,1
org.mozilla.javascript.commonjs.module.provider.CachingModuleScriptProviderBase,1
org.mozilla.javascript.commonjs.module.provider.DefaultUrlConnectionExpiryCalculator,1
org.mozilla.javascript.commonjs.module.provider.ModuleSource,1
org.mozilla.javascript.commonjs.module.provider.ModuleSourceProvider,1
org.mozilla.javascript.commonjs.module.provider.ModuleSourceProviderBase,1
org.mozilla.javascript.commonjs.module.provider.MultiModuleScriptProvider,1
org.mozilla.javascript.commonjs.module.provider.ParsedContentType,1
org.mozilla.javascript.commonjs.module.provider.SoftCachingModuleScriptProvider,1
org.mozilla.javascript.commonjs.module.provider.StrongCachingModuleScriptProvider,1
org.mozilla.javascript.commonjs.module.provider.UrlConnectionExpiryCalculator,1
org.mozilla.javascript.commonjs.module.provider.UrlConnectionSecurityDomainProvider,1
org.mozilla.javascript.commonjs.module.provider.UrlModuleSourceProvider,1
org.mozilla.javascript.debug.DebugFrame,1
org.mozilla.javascript.debug.DebuggableObject,1
org.mozilla.javascript.debug.DebuggableScript,1
org.mozilla.javascript.debug.Debugger,1
org.mozilla.javascript.jdk13.VMBridge_jdk13,1
org.mozilla.javascript.jdk15.VMBridge_jdk15,1
org.mozilla.javascript.json.JsonParser,1
org.mozilla.javascript.optimizer.Block,1
org.mozilla.javascript.optimizer.ClassCompiler,1
org.mozilla.javascript.optimizer.BodyCodegen,1
org.mozilla.javascript.optimizer.OptFunctionNode,1
org.mozilla.javascript.optimizer.OptTransformer,1
org.mozilla.javascript.optimizer.Optimizer,1
org.mozilla.javascript.regexp.NativeRegExp,1
org.mozilla.javascript.regexp.RECompiled,1
org.mozilla.javascript.regexp.RENode,1
org.mozilla.javascript.regexp.CompilerState,1
org.mozilla.javascript.regexp.REProgState,1
org.mozilla.javascript.regexp.REBackTrackData,1
org.mozilla.javascript.regexp.REGlobalData,1
org.mozilla.javascript.regexp.RECharSet,1
org.mozilla.javascript.regexp.NativeRegExpCtor,1
org.mozilla.javascript.regexp.RegExpImpl,1
org.mozilla.javascript.regexp.GlobData,1
org.mozilla.javascript.regexp.SubString,1
org.mozilla.javascript.serialize.ScriptableInputStream,1
org.mozilla.javascript.serialize.ScriptableOutputStream,1
org.mozilla.javascript.v8dtoa.CachedPowers,1
org.mozilla.javascript.v8dtoa.DiyFp,1
org.mozilla.javascript.v8dtoa.DoubleHelper,1
org.mozilla.javascript.v8dtoa.FastDtoa,1
org.mozilla.javascript.v8dtoa.FastDtoaBuilder,1
org.mozilla.javascript.xml.XMLLib,1
org.mozilla.javascript.xml.XMLObject,1
org.mozilla.javascript.tools.SourceReader,1
org.mozilla.javascript.tools.ToolErrorReporter,1
org.mozilla.javascript.tools.debugger.Dim,1
org.mozilla.javascript.tools.debugger.GuiCallback,1
org.mozilla.javascript.tools.debugger.Main,1
org.mozilla.javascript.tools.debugger.ScopeProvider,1
org.mozilla.javascript.tools.debugger.SourceProvider,1
org.mozilla.javascript.tools.debugger.SwingGui,1
org.mozilla.javascript.tools.debugger.MessageDialogWrapper,1
org.mozilla.javascript.tools.debugger.EvalTextArea,1
org.mozilla.javascript.tools.debugger.EvalWindow,1
org.mozilla.javascript.tools.debugger.JSInternalConsole,1
org.mozilla.javascript.tools.debugger.FilePopupMenu,1
org.mozilla.javascript.tools.debugger.FileTextArea,1
org.mozilla.javascript.tools.debugger.MoreWindows,1
org.mozilla.javascript.tools.debugger.FindFunction,1
org.mozilla.javascript.tools.debugger.FileHeader,1
org.mozilla.javascript.tools.debugger.FileWindow,1
org.mozilla.javascript.tools.debugger.MyTableModel,1
org.mozilla.javascript.tools.debugger.Evaluator,1
org.mozilla.javascript.tools.debugger.VariableModel,1
org.mozilla.javascript.tools.debugger.MyTreeTable,1
org.mozilla.javascript.tools.debugger.ContextWindow,1
org.mozilla.javascript.tools.debugger.Menubar,1
org.mozilla.javascript.tools.debugger.RunProxy,1
org.mozilla.javascript.tools.debugger.treetable.AbstractCellEditor,1
org.mozilla.javascript.tools.debugger.treetable.JTreeTable,1
org.mozilla.javascript.tools.debugger.treetable.TreeTableModel,1
org.mozilla.javascript.tools.debugger.treetable.TreeTableModelAdapter,1
org.mozilla.javascript.tools.idswitch.CodePrinter,1
org.mozilla.javascript.tools.idswitch.FileBody,1
org.mozilla.javascript.tools.idswitch.IdValuePair,1
org.mozilla.javascript.tools.idswitch.Main,1
org.mozilla.javascript.tools.idswitch.SwitchGenerator,1
org.mozilla.javascript.tools.jsc.Main,1
org.mozilla.javascript.tools.shell.ConsoleWrite,1
org.mozilla.javascript.tools.shell.ConsoleWriter,1
org.mozilla.javascript.tools.shell.ConsoleTextArea,1
org.mozilla.javascript.tools.shell.Environment,1
org.mozilla.javascript.tools.shell.Global,1
org.mozilla.javascript.tools.shell.Runner,1
org.mozilla.javascript.tools.shell.PipeThread,1
org.mozilla.javascript.tools.shell.JSConsole,1
org.mozilla.javascript.tools.shell.JavaPolicySecurity,1
org.mozilla.javascript.tools.shell.Main,1
org.mozilla.javascript.tools.shell.QuitAction,1
org.mozilla.javascript.tools.shell.SecurityProxy,1
org.mozilla.javascript.tools.shell.ShellConsole,1
org.mozilla.javascript.tools.shell.FlexibleCompletor,1
org.mozilla.javascript.tools.shell.ShellContextFactory,1
org.mozilla.javascript.tools.shell.ShellLine,1
org.mozilla.javascript.xmlimpl.Namespace,1
org.mozilla.javascript.xmlimpl.QName,1
org.mozilla.javascript.xmlimpl.XML,1
org.mozilla.javascript.xmlimpl.XMLCtor,1
org.mozilla.javascript.xmlimpl.XMLLibImpl,1
org.mozilla.javascript.xmlimpl.XMLList,1
org.mozilla.javascript.xmlimpl.XMLName,1
org.mozilla.javascript.xmlimpl.XMLObjectImpl,1
org.mozilla.javascript.xmlimpl.XMLWithScope,1
org.mozilla.javascript.xmlimpl.XmlNode,1
org.mozilla.javascript.xmlimpl.XmlProcessor,1
com.google.javascript.jscomp.parsing.parser.trees.AssignmentRestElementTree,1
com.google.javascript.jscomp.parsing.parser.trees.SpreadPatternElementTree,1
com.google.javascript.jscomp.Es6HandleDefaultParameters,1
com.google.javascript.jscomp.CheckNoSideEffectExternCalls,1
com.google.javascript.jscomp.Es6RewriteLetConst,1
com.google.javascript.jscomp.TransformEs6ModuleToCjsModule,1
com.google.javascript.jscomp.newtypes.NaivePersistentMap,1
com.google.javascript.jscomp.parsing.parser.trees.ObjectPatternFieldTree,1
com.google.javascript.jscomp.deps.DependencyFile,1
com.google.javascript.jscomp.deps.SourceCodeEscapers,1
com.google.javascript.jscomp.parsing.parser.util.LookaheadErrorReporter,1
com.google.javascript.jscomp.parsing.parser.util.MutedErrorReporter,1
com.google.debugging.sourcemap.SourceMapConsumerFactory,1
com.google.javascript.jscomp.fuzzing.AbstractFuzzer,1
com.google.javascript.jscomp.fuzzing.BreakFuzzer,1
com.google.javascript.jscomp.fuzzing.ContinueFuzzer,1
com.google.javascript.jscomp.fuzzing.Dispatcher,1
com.google.javascript.jscomp.fuzzing.ForFuzzer,1
com.google.javascript.jscomp.fuzzing.FunctionCallFuzzer,1
com.google.javascript.jscomp.fuzzing.FunctionFuzzer,1
com.google.javascript.jscomp.fuzzing.FuzzingContext,1
com.google.javascript.jscomp.fuzzing.IfFuzzer,1
com.google.javascript.jscomp.fuzzing.NumericFuzzer,1
com.google.javascript.jscomp.fuzzing.ReturnFuzzer,1
com.google.javascript.jscomp.fuzzing.SwitchFuzzer,1
com.google.javascript.jscomp.GatherCharacterEncodingBias,1
com.google.javascript.jscomp.MinimizedCondition,1
com.google.javascript.jscomp.NameGenerator,1
com.google.javascript.jscomp.ConvertDeclaredTypesToJSDoc,1
com.google.javascript.jscomp.lint.CheckJSDoc,1
com.google.javascript.jscomp.ConvertNewTypesToOld,1
com.google.javascript.jscomp.newtypes.TypeWithPropertiesStatics,1
com.google.javascript.jscomp.parsing.parser.trees.OptionalParameterTree,1
com.google.javascript.jscomp.parsing.parser.trees.TypedParameterTree,1
com.google.javascript.rhino.TypeDeclarationsIR,1
com.google.javascript.jscomp.lint.CheckForInOverArray,1
com.google.javascript.jscomp.parsing.parser.trees.ComputedPropertyGetterTree,1
com.google.javascript.jscomp.parsing.parser.trees.ComputedPropertySetterTree,1
com.google.javascript.jscomp.parsing.parser.trees.GetAccessorTree,1
com.google.javascript.jscomp.parsing.parser.trees.SetAccessorTree,1
com.google.javascript.jscomp.IdMappingUtil,1
com.google.javascript.jscomp.PropertyRenamingPolicy,1
com.google.javascript.jscomp.SourceExcerptProvider,1
com.google.javascript.refactoring.Scanner,1
com.google.javascript.jscomp.lint.CheckEmptyStatements,1
com.google.javascript.rhino.SimpleErrorReporter,1
com.google.javascript.jscomp.lint.CheckUselessBlocks,1
com.google.javascript.jscomp.newtypes.UniqueNameGenerator,1
com.google.javascript.jscomp.lint.CheckUnusedLabels,1
com.google.javascript.jscomp.ClosureCheckModuleImports,1
com.google.javascript.jscomp.CheckProvides,1
com.google.javascript.jscomp.lint.CheckPrimitiveAsObject,1
com.google.javascript.jscomp.parsing.parser.trees.NewTargetExpressionTree,1
com.google.javascript.jscomp.ResourceLoader,1
com.google.javascript.jscomp.parsing.parser.trees.RestParameterTree,1
com.google.debugging.sourcemap.SourceMappingReversable,1
com.google.javascript.jscomp.ReplacedStringsDecoder,1
com.google.javascript.jscomp.newtypes.FunctionNamespace,1
com.google.javascript.jscomp.debugger.CompilationParam,1
com.google.javascript.jscomp.Es6SplitVariableDeclarations,1
com.google.javascript.jscomp.Result,1
com.google.javascript.jscomp.deps.TranspilingClosureBundler,1
com.google.javascript.jscomp.PolymerPassErrors,1
java.util.ArrayDeque,1
com.google.javascript.jscomp.gwt.linker.MinimalLinker,1
com.google.javascript.jscomp.ConvertIIFEArgsToVars,1
com.google.javascript.jscomp.lint.CheckMissingSemicolon,1
com.google.debugging.sourcemap.Base64,1
com.google.javascript.jscomp.deps.LegacyModuleResolver,1
com.google.javascript.jscomp.DartSuperAccessorsPass,1
com.google.javascript.jscomp.Es6RenameReferences,1
com.google.javascript.jscomp.PeepholeSimplifyRegExp,1
com.google.javascript.jscomp.WhitespaceWrapGoogModules,1
com.google.javascript.rhino.FunctionTypeI,1
com.google.javascript.rhino.TypeI,1
com.google.javascript.jscomp.JscompHelpers,1
com.google.javascript.jscomp.ChangeVerifier,1
com.google.javascript.jscomp.newtypes.ToStringContext,1
com.google.javascript.jscomp.J2clAssertRemovalPass,1
com.google.javascript.jscomp.CoverageUtil,1
com.google.javascript.jscomp.SimpleInference,1
com.google.javascript.jscomp.newtypes.TypeParameters,1
com.google.javascript.jscomp.debugger.common.CompilationParam,1
com.google.javascript.jscomp.ijs.ClassUtil,1
com.google.javascript.jscomp.ijs.FileInfo,1
com.google.javascript.jscomp.ijs.JsdocUtil,1
com.google.javascript.jscomp.FileAwareWarningsGuard,1
com.google.javascript.jscomp.ijs.CheckTypeSummaryWarningsGuard,1
com.google.javascript.jscomp.ijs.CheckIjsWarningsGuard,1
com.google.javascript.jscomp.ScopedName,1
com.google.javascript.jscomp.SourceMapResolver,1
com.google.javascript.jscomp.lint.CheckRedundantNullabilityModifier,1
com.google.javascript.jscomp.Reference,1
com.google.javascript.jscomp.TypeMatchingStrategy,1
com.google.javascript.jscomp.deps.BrowserWithTransformedPrefixesModuleResolver,1
com.google.javascript.jscomp.deps.WebpackModuleResolver,1
com.google.javascript.jscomp.EsNextToEs8Converter,1
com.google.javascript.jscomp.CheckConstPrivateProperties,1
com.google.javascript.jscomp.ScopeCreator,1
com.google.javascript.jscomp.BasicErrorManager,1
com.google.javascript.jscomp.PrintStreamErrorManager,1
com.google.javascript.jscomp.PrintStreamErrorReportGenerator,1
com.google.javascript.jscomp.ForwardingCompiler,1
com.google.javascript.jscomp.RecordFunctionInformation,1
com.google.javascript.jscomp.RewriteGoogJsImports,1
com.google.javascript.rhino.CyclicSerializableLinkedHashSet,1
com.google.javascript.jscomp.DestructuringGlobalNameExtractor,1
com.google.javascript.jscomp.ZipEntryReader,1
com.google.javascript.jscomp.Es6CheckModule,1
com.google.javascript.jscomp.J2clChecksPass,1
com.google.javascript.jscomp.lint.CheckPrototypeProperties,1
com.google.javascript.jscomp.ijs.IjsErrors,1
com.google.javascript.jscomp.lint.RequiresFixer,1
com.google.javascript.jscomp.lint.CheckProvidesSorted,1
com.google.javascript.jscomp.lint.CheckRequiresSorted,1
com.google.javascript.rhino.StaticScope,1
com.google.javascript.jscomp.graph.Annotatable,1
com.google.javascript.jscomp.modules.NonEsModuleProcessor,1
com.google.javascript.jscomp.GatherGetterAndSetterProperties,1
com.google.javascript.jscomp.GatherGettersAndSetterProperties,1
com.google.javascript.jscomp.gwt.client.Util,1
com.google.javascript.jscomp.transpile.TranspilerBuilder,1
com.google.javascript.jscomp.lint.CheckNoMutatedEs6Exports,1
com.google.javascript.jscomp.DestructuredTarget,1
com.google.javascript.jscomp.JsIterables,1
com.google.javascript.rhino.jstype.TemplateTypeReplacer,1
com.google.javascript.jscomp.type.Outcome,1
com.google.javascript.jscomp.type.ReverseAbstractInterpreter,1
com.google.javascript.jscomp.ConformancePassConfig,1
com.google.javascript.jscomp.GuardedCallback,1
com.google.javascript.jscomp.PeepholeReplaceArrayOf,1
com.google.javascript.jscomp.PolyfillFindingCallback,1
com.google.javascript.refactoring.ScriptMetadata,1
com.google.javascript.jscomp.CheckMissingRequires,1
com.google.javascript.jscomp.lint.CheckConstantCaseNames,1
com.google.javascript.jscomp.parsing.parser.trees.ArgumentListTree,1
com.google.javascript.jscomp.DefaultExterns,1
com.google.javascript.rhino.jstype.BigIntType,1
com.google.javascript.jscomp.Timeline,1
com.google.javascript.jscomp.instrumentation.CoverageInstrumentationPass,1
com.google.javascript.jscomp.deps.JsFileFullParser,1
com.google.javascript.jscomp.AllowlistWarningsGuard,1
com.google.javascript.jscomp.disambiguate.TypeGraphBuilder,1
com.google.javascript.jscomp.ReferenceCollector,1
com.google.javascript.jscomp.colors.ColorRegistry,1
com.google.javascript.jscomp.disambiguate.DisambiguateProperties,1
com.google.javascript.jscomp.disambiguate.PropertyClustering,1
com.google.javascript.jscomp.disambiguate.UseSiteRenamer,1
com.google.javascript.jscomp.disambiguate.ColorFindPropertyReferences,1
com.google.javascript.jscomp.ReplaceMessagesForChrome,1
com.google.javascript.jscomp.RewriteOptionalChainingOperator,1
com.google.javascript.jscomp.serialization.SerializeTypedAstPass,1
com.google.javascript.rhino.RhinoStringPool,1
com.google.javascript.jscomp.serialization.ColorSerializer,1
com.google.javascript.jscomp.serialization.JSTypeReconserializer,1
com.google.javascript.jscomp.graph.DiGraph,1
com.google.javascript.jscomp.lint.CheckConstPrivateProperties,1
com.google.javascript.jscomp.lint.CheckGoogModuleTypeScriptName,1
com.google.javascript.rhino.jstype.Property,1
com.google.javascript.jscomp.deps.DependencyInfo,1
com.google.javascript.jscomp.serialization.JSDocSerializer,1
com.google.javascript.rhino.Msg,1
com.google.javascript.jscomp.ReportUntranspilableFeatures,1
com.google.javascript.jscomp.Es6RenameTypeReferences,1
com.google.javascript.jscomp.ConcretizeStaticInheritanceForInlining,1
com.google.javascript.jscomp.CrossChunkCodeMotion,1
com.google.javascript.jscomp.CrossChunkMethodMotion,1
com.google.javascript.jscomp.DevirtualizeMethods,1
com.google.javascript.jscomp.JSChunkGraph,1
com.google.javascript.jscomp.ReplaceToggles,1
com.google.javascript.refactoring.examples.GoogBindToArrow,1
com.google.javascript.jscomp.ReferenceCollection,1
com.google.javascript.jscomp.RemovePropertyRenamingCalls,1
com.google.javascript.rhino.HamtPMap,1
